ID,Sample Site,Numeric Result,Formatted Result,Result Units,Latitude (Degrees),Longitude (Degrees),Sample Date,Parameter,Site Key
,Bow River Below Bearspaw Dam,0.083999999,0.084,mg/L,51.10122,-114.27975,09/22/2005,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104999997,0.105,mg/L,51.10122,-114.27975,10/19/2005,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.100000001,0.1,mg/L,51.10122,-114.27975,11/16/2005 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.116999999,0.117,mg/L,51.10122,-114.27975,12/14/2005 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.147,0.147,mg/L,51.10122,-114.27975,01/11/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.120999999,0.121,mg/L,51.10122,-114.27975,02/08/2006,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.122000001,0.122,mg/L,51.10122,-114.27975,03/08/2006,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104000002,0.104,mg/L,51.10122,-114.27975,04/05/2006,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.074000001,0.074,mg/L,51.10122,-114.27975,05/03/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.083999999,0.084,mg/L,51.10122,-114.27975,05/31/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.07,0.07,mg/L,51.10122,-114.27975,06/28/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.039999999,0.04,mg/L,51.10122,-114.27975,07/26/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.035999998,0.036,mg/L,51.10122,-114.27975,08/23/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.050000001,0.05,mg/L,51.10122,-114.27975,09/20/2006,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.072999999,0.073,mg/L,51.10122,-114.27975,10/18/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.090000004,0.09,mg/L,51.10122,-114.27975,11/15/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.115000002,0.115,mg/L,51.10122,-114.27975,12/13/2006 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.120999999,0.121,mg/L,51.10122,-114.27975,01/10/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.119000003,0.119,mg/L,51.10122,-114.27975,02/07/2007,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.115000002,0.115,mg/L,51.10122,-114.27975,03/07/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.081,0.081,mg/L,51.10122,-114.27975,04/04/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.059999999,0.06,mg/L,51.10122,-114.27975,05/02/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.068000004,0.068,mg/L,51.10122,-114.27975,05/30/2007,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.093000002,0.093,mg/L,51.10122,-114.27975,06/27/2007,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.075000003,0.075,mg/L,51.10122,-114.27975,07/25/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.064999998,0.065,mg/L,51.10122,-114.27975,08/22/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.068000004,0.068,mg/L,51.10122,-114.27975,09/19/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.077,0.077,mg/L,51.10122,-114.27975,10/17/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104999997,0.105,mg/L,51.10122,-114.27975,11/14/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.115000002,0.115,mg/L,51.10122,-114.27975,12/12/2007 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.122000001,0.122,mg/L,51.10122,-114.27975,01/09/2008,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.127000004,0.127,mg/L,51.10122,-114.27975,02/06/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.123999998,0.124,mg/L,51.10122,-114.27975,03/05/2008,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.112000003,0.112,mg/L,51.10122,-114.27975,04/02/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.105999999,0.106,mg/L,51.10122,-114.27975,04/30/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.101999998,0.102,mg/L,51.10122,-114.27975,05/28/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.096000001,0.096,mg/L,51.10122,-114.27975,06/25/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.079999998,0.08,mg/L,51.10122,-114.27975,07/23/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.061999999,0.062,mg/L,51.10122,-114.27975,08/20/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.071000002,0.071,mg/L,51.10122,-114.27975,09/17/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104000002,0.104,mg/L,51.10122,-114.27975,10/16/2008,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.078000002,0.078,mg/L,51.10122,-114.27975,11/12/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.114,0.114,mg/L,51.10122,-114.27975,12/10/2008 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.123000003,0.123,mg/L,51.10122,-114.27975,01/07/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.126000002,0.126,mg/L,51.10122,-114.27975,02/04/2009,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.119000003,0.119,mg/L,51.10122,-114.27975,03/04/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.108000003,0.108,mg/L,51.10122,-114.27975,04/01/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.071999997,0.072,mg/L,51.10122,-114.27975,04/29/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.071999997,0.072,mg/L,51.10122,-114.27975,05/27/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.068999998,0.069,mg/L,51.10122,-114.27975,06/24/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.057999998,0.058,mg/L,51.10122,-114.27975,07/22/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.055,0.055,mg/L,51.10122,-114.27975,08/19/2009,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.046999998,0.047,mg/L,51.10122,-114.27975,09/16/2009,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.064000003,0.064,mg/L,51.10122,-114.27975,10/14/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.074000001,0.074,mg/L,51.10122,-114.27975,11/09/2009,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.123000003,0.123,mg/L,51.10122,-114.27975,12/10/2009 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.119999997,0.12,mg/L,51.10122,-114.27975,01/06/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,02/03/2010,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,03/03/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.092,0.092,mg/L,51.10122,-114.27975,03/31/2010,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.068000004,0.068,mg/L,51.10122,-114.27975,04/28/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.067000002,0.067,mg/L,51.10122,-114.27975,05/26/2010,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.081,0.081,mg/L,51.10122,-114.27975,06/23/2010,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.068999998,0.069,mg/L,51.10122,-114.27975,07/21/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.061000001,0.061,mg/L,51.10122,-114.27975,08/18/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.068999998,0.069,mg/L,51.10122,-114.27975,09/15/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.061000001,0.061,mg/L,51.10122,-114.27975,10/13/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.088,0.088,mg/L,51.10122,-114.27975,11/10/2010 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,12/06/2010,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.129999995,0.13,mg/L,51.10122,-114.27975,01/19/2011,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.120999999,0.121,mg/L,51.10122,-114.27975,02/15/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.115000002,0.115,mg/L,51.10122,-114.27975,03/22/2011,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.085000001,0.085,mg/L,51.10122,-114.27975,04/12/2011,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.064999998,0.065,mg/L,51.10122,-114.27975,05/10/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104000002,0.104,mg/L,51.10122,-114.27975,06/14/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.085000001,0.085,mg/L,51.10122,-114.27975,07/12/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.074000001,0.074,mg/L,51.10122,-114.27975,08/16/2011,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.074000001,0.074,mg/L,51.10122,-114.27975,09/15/2011,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.072999999,0.073,mg/L,51.10122,-114.27975,10/11/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.112999998,0.113,mg/L,51.10122,-114.27975,11/15/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.127000004,0.127,mg/L,51.10122,-114.27975,12/13/2011 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.126000002,0.126,mg/L,51.10122,-114.27975,01/10/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.115999997,0.116,mg/L,51.10122,-114.27975,02/07/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.119999997,0.12,mg/L,51.10122,-114.27975,03/06/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104000002,0.104,mg/L,51.10122,-114.27975,04/03/2012,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.072999999,0.073,mg/L,51.10122,-114.27975,05/08/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.078000002,0.078,mg/L,51.10122,-114.27975,06/12/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.078000002,0.078,mg/L,51.10122,-114.27975,07/10/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.067000002,0.067,mg/L,51.10122,-114.27975,08/14/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.067000002,0.067,mg/L,51.10122,-114.27975,09/12/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.075999998,0.076,mg/L,51.10122,-114.27975,10/09/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.092,0.092,mg/L,51.10122,-114.27975,11/06/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.122000001,0.122,mg/L,51.10122,-114.27975,12/11/2012 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.129999995,0.13,mg/L,51.10122,-114.27975,01/15/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.129999995,0.13,mg/L,51.10122,-114.27975,02/12/2013,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,03/12/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,04/09/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.074000001,0.074,mg/L,51.10122,-114.27975,05/14/2013,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.079999998,0.08,mg/L,51.10122,-114.27975,06/11/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,07/16/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,08/20/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.098999999,0.099,mg/L,51.10122,-114.27975,09/19/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.109999999,0.11,mg/L,51.10122,-114.27975,10/08/2013,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.140000001,0.14,mg/L,51.10122,-114.27975,11/05/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.159999996,0.16,mg/L,51.10122,-114.27975,12/11/2013 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.147,0.147,mg/L,51.10122,-114.27975,01/14/2014,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.152999997,0.153,mg/L,51.10122,-114.27975,02/11/2014,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.155000001,0.155,mg/L,51.10122,-114.27975,03/18/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.111000001,0.111,mg/L,51.10122,-114.27975,04/15/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.111000001,0.111,mg/L,51.10122,-114.27975,05/13/2014,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.112000003,0.112,mg/L,51.10122,-114.27975,06/10/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.096000001,0.096,mg/L,51.10122,-114.27975,07/15/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.093999997,0.094,mg/L,51.10122,-114.27975,08/12/2014,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.105999999,0.106,mg/L,51.10122,-114.27975,09/09/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.108000003,0.108,mg/L,51.10122,-114.27975,10/21/2014,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.137999997,0.138,mg/L,51.10122,-114.27975,11/18/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.155000001,0.155,mg/L,51.10122,-114.27975,12/09/2014 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.159999996,0.16,mg/L,51.10122,-114.27975,01/13/2015,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.159999996,0.16,mg/L,51.10122,-114.27975,02/10/2015 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.129999995,0.13,mg/L,51.10122,-114.27975,03/10/2015,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.107000001,0.107,mg/L,51.10122,-114.27975,04/14/2015,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104000002,0.104,mg/L,51.10122,-114.27975,05/12/2015 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.107000001,0.107,mg/L,51.10122,-114.27975,06/09/2015,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.086000003,0.086,mg/L,51.10122,-114.27975,07/14/2015,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.071000002,0.071,mg/L,51.10122,-114.27975,08/11/2015 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.108999997,0.109,mg/L,51.10122,-114.27975,09/09/2015,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.123000003,0.123,mg/L,51.10122,-114.27975,10/21/2015 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.141000003,0.141,mg/L,51.10122,-114.27975,11/17/2015 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.159999996,0.16,mg/L,51.10122,-114.27975,12/08/2015 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.157000005,0.157,mg/L,51.10122,-114.27975,01/11/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.159899995,0.1599,mg/L,51.10122,-114.27975,02/08/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.123000003,0.123,mg/L,51.10122,-114.27975,03/14/2016,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.099200003,0.0992,mg/L,51.10122,-114.27975,04/11/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.096000001,0.096,mg/L,51.10122,-114.27975,05/10/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.092,0.092,mg/L,51.10122,-114.27975,06/13/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.090000004,0.09,mg/L,51.10122,-114.27975,07/11/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.089000002,0.089,mg/L,51.10122,-114.27975,08/08/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.075999998,0.076,mg/L,51.10122,-114.27975,09/12/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.108999997,0.109,mg/L,51.10122,-114.27975,10/24/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.018999999,0.019,mg/L,51.10122,-114.27975,11/14/2016 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.144999996,0.145,mg/L,51.10122,-114.27975,12/12/2016,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.165000007,0.165,mg/L,51.10122,-114.27975,01/09/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.165999994,0.166,mg/L,51.10122,-114.27975,02/13/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.141000003,0.141,mg/L,51.10122,-114.27975,03/13/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.105999999,0.106,mg/L,51.10122,-114.27975,04/10/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.119000003,0.119,mg/L,51.10122,-114.27975,05/08/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104000002,0.104,mg/L,51.10122,-114.27975,06/12/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.104999997,0.105,mg/L,51.10122,-114.27975,07/10/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.061999999,0.062,mg/L,51.10122,-114.27975,08/14/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.079000004,0.079,mg/L,51.10122,-114.27975,09/11/2017,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.093000002,0.093,mg/L,51.10122,-114.27975,10/10/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.135000005,0.135,mg/L,51.10122,-114.27975,11/13/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.143999994,0.144,mg/L,51.10122,-114.27975,12/11/2017 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.159999996,0.16,mg/L,51.10122,-114.27975,01/08/2018 ,Nitrate (NO3-N),SUR_BR-BD
,Bow River Below Bearspaw Dam,0.170000002,0.17,mg/L,51.10122,-114.27975,02/13/2018 ,Nitrate (NO3-N),SUR_BR-BD
